userID,holdout_animeID,train_anime_ids,profile_size,user_level,popularity_rank,latent_svd_rank,hybrid_rank,hybrid_top10_anime_ids,candidate_pool_size,holdout_title,train_titles,hybrid_top10_titles,case_type
2656,33241,15|20|22|57|154|199|263|345|431|442|459|460|461|462|463|464|465|558|627|815,272,Dedicated Fan,24,9,10,35507|265|12431|40496|30|9863|18139|1699|35484|33241,101,Honobono Log,Eyeshield 21 | Naruto | Tennis no Oujisama | Beck | Shaman King | Sen to Chihiro no Kamikakushi | Hajime no Ippo | Eikoku Koi Monogatari Emma,"Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e | Hajime no Ippo: Mashiba vs. Kimura | Uchuu Kyoudai | Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou | Shinseiki Evangelion | SKET Dance | Tonari no Seki-kun | Romeo x Juliet | Osake wa Fuufu ni Natte kara | Honobono Log",hybrid_win
2663,20,59|60|98|99|139|154|199|241|355|356|357|417|445|469|487|587|591|648|687|713,109,Regular Fan,1,4,4,2104|18115|150|20|10568|62|7148|9982|28891|509,101,Naruto,Chobits | Chrno Crusade | Mai-HiME | Mai-Otome | Hunter x Hunter: Greed Island Final | Shaman King | Sen to Chihiro no Kamikakushi | Girls Bravo: First Season,Seto no Hanayome | Magi: The Kingdom of Magic | Blood+ | Naruto | Kamisama no Memochou | D.C.: Da Capo | Ladies versus Butlers! | Fairy Tail OVA | Haikyuu!! Second Season | I My Me! Strawberry Eggs,both_hit
2747,33095,1|6|19|20|47|121|199|205|227|392|777|813|1535|1575|1735|2001|2904|4106|4155|4898,169,Regular Fan,9,3,3,24439|45|33095|16870|18229|40269|2164|33091|9938|30991,101,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,Cowboy Bebop | Trigun | Monster | Naruto | Akira | Fullmetal Alchemist | Sen to Chihiro no Kamikakushi | Samurai Champloo,Kekkai Sensen | Rurouni Kenshin: Meiji Kenkaku Romantan | Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen | The Last: Naruto the Movie | Gatchaman Crowds | Kengan Ashura Part 2 | Dennou Coil | Planetarian: Chiisana Hoshi no Yume | Ikoku Meiro no Croisée The Animation | Himouto! Umaru-chan OVA,both_hit
2797,64,65|150|169|934|1535|1889|2167|4181|4896,9,Newcomer,7,1,1,64|23847|962|26349|4938|32828|3515|34280|27663|9260,101,Rozen Maiden,Rozen Maiden: Träumend | Blood+ | Shingetsutan Tsukihime | Higurashi no Naku Koro ni | Death Note | Higurashi no Naku Koro ni Kai | Clannad | Clannad: After Story,Rozen Maiden | Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku | Aria the Natural | Danna ga Nani wo Itteiru ka Wakaranai Ken | Tsubasa: Shunraiki | Amaama to Inazuma | Saint Seiya: Meiou Hades Elysion-hen | Gamers! | Baby Steps 2nd Season | Kizumonogatari I: Tekketsu-hen,both_hit
2800,5060,1|5|6|30|32|57|121|199|205|226|270|849|853|934|1535|1575|1889|2001|2167|2251,57,Explorer,7,1,1,5060|3652|4835|440|4186|553|38680|986|30365|31378,101,Hetalia Axis Powers,"Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Trigun | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Beck | Fullmetal Alchemist | Sen to Chihiro no Kamikakushi",Hetalia Axis Powers | Higurashi no Naku Koro ni Rei | Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu | Shoujo Kakumei Utena | Koukaku no Regios | Yami no Matsuei | Fruits Basket 1st Season | Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen | Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou | Owari no Seraph: Kyuuketsuki Shahar,both_hit
2810,849,210|248|357|527|837|1195|1526|1530|1564|1840|2026|2104|2167|2236|2363|2966|3455|3467|3712|4163,94,Explorer,1,1,1,849|6007|5030|4015|28979|4872|39587|12187|1033|7768,101,Suzumiya Haruhi no Yuuutsu,Ranma ½ | Ichigo 100% | Bokusatsu Tenshi Dokuro-chan | Pokemon | Kyou no 5 no 2 | Zero no Tsukaima | Pokemon Movie 08: Mew to Hadou no Yuusha Lucario | Kanon (2006),Suzumiya Haruhi no Yuuutsu | Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu | Maria†Holic | School Rumble San Gakki | To LOVE-Ru Darkness 2nd | Goku Sayonara Zetsubou Sensei | Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season | Carnival Phantasm EX Season | Sennen Joyuu | Tantei Opera Milky Holmes,both_hit
2879,4535,16|227|934|1887|5680|10495,6,Newcomer,15,6,6,1535|24997|15037|4181|2581|4535|29027|22043|34544|18139,101,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,Hachimitsu to Clover | FLCL | Higurashi no Naku Koro ni | Lucky☆Star | K-On! | Yuru Yuri,Death Note | Love Live! The School Idol Movie | Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou | Clannad: After Story | Kidou Senshi Gundam 00 | Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life | Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou | Fairy Tail (2014) | Koutetsujou no Kabaneri Movie 3: Unato Kessen | Tonari no Seki-kun,hybrid_win
2885,38759,1|6|16|18|19|30|31|32|33|47|57|59|61|64|71|72|93|98|160|164,716,Veteran Fan,11,15,14,15335|12113|35839|16668|8675|22961|27833|2472|10029|35222,101,Sewayaki Kitsune no Senko-san,"Cowboy Bebop | Trigun | Hachimitsu to Clover | Initial D Fourth Stage | Monster | Shinseiki Evangelion | Shinseiki Evangelion Movie: Shi to Shinsei | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare | Berserk: Ougon Jidai-hen II - Doldrey Kouryaku | Sora yori mo Tooi Basho | Kakumeiki Valvrave | Seitokai Yakuindomo | Date A Live II: Kurumi Star Festival | Durarara!!x2 Ketsu | Naruto: Shippuuden Movie 1 | Coquelicot-zaka kara | Gakuen Babysitters,both_miss
2947,2144,20|121|133|154|189|190|191|192|195|196|241|257|276|297|430|442|481|487|524|849,66,Explorer,10,1,1,2144|23199|6707|2927|5118|66|39195|31240|9331|54,101,Naruto Movie 3: Dai Koufun! Mikazuki-jima no Animal Panic Dattebayo!,Naruto | Fullmetal Alchemist | Green Green | Shaman King | Love Hina | Love Hina Again | Love Hina Christmas Special: Silent Eve | Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,Naruto Movie 3: Dai Koufun! Mikazuki-jima no Animal Panic Dattebayo! | Durarara!!x2 Shou | Kuroshitsuji II | KimiKiss Pure Rouge | Suzumiya Haruhi-chan no Yuuutsu | Azumanga Daiou The Animation | Beastars | Re:Zero kara Hajimeru Isekai Seikatsu | Yumekui Merry | Appleseed (Movie),both_hit
3021,33206,1|5|30|32|43|47|80|151|226|227|268|437|512|572|731|785|889|949|974|1004,113,Regular Fan,1,1,1,33206|339|24765|30484|23269|11319|25519|44|9926|9289,101,Kobayashi-san Chi no Maid Dragon,"Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Koukaku Kidoutai | Akira | Kidou Senshi Gundam | Re: Cutie Honey",Kobayashi-san Chi no Maid Dragon | Serial Experiments Lain | Gakkougurashi! | Steins;Gate 0 | Hello!! Kiniro Mosaic | Zero no Tsukaima F | Yuuki Yuuna wa Yuusha de Aru | Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen | Sekaiichi Hatsukoi | Hanasaku Iroha,both_hit
3037,30187,20|30|45|76|77|164|199|232|249|392|523|530|578|853|1735|3092|3613|6547|6880|7054,81,Explorer,4,13,11,534|8768|36028|1726|33071|21681|35847|36903|37206|35110,101,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,Naruto | Shinseiki Evangelion | Rurouni Kenshin: Meiji Kenkaku Romantan | Mahou Shoujo Lyrical Nanoha | Mahou Shoujo Lyrical Nanoha A's | Mononoke Hime | Sen to Chihiro no Kamikakushi | Cardcaptor Sakura,Slayers | Hiyokoi | Golden Kamuy | Devil May Cry | Bungou Stray Dogs: Hitori Ayumu | Hanayamata | SSSS.Gridman | Kengan Ashura | Anima Yell! | Haikyuu!! Movie 3: Sainou to Sense,hybrid_failure_vs_popularity
3043,164,199|431|512|522|523|578|585|589|1887|5680|8557|10165|12355|14719|15037|16732|20899|26055|28297|28825,23,Casual Viewer,1,1,1,164|32995|39534|15583|11179|14527|2508|24231|20973|323,101,Mononoke Hime,Sen to Chihiro no Kamikakushi | Howl no Ugoku Shiro | Majo no Takkyuubin | Metropolis | Tonari no Totoro | Hotaru no Haka | Mimi wo Sumaseba | Ginga Nagareboshi Gin,Mononoke Hime | Yuri!!! on Ice | Jibaku Shounen Hanako-kun | Date A Live | Papa no Iukoto wo Kikinasai! | Medaka Box Abnormal | Genshiken 2 | Hitsugi no Chaika: Avenging Battle | Sekai Seifuku: Bouryaku no Zvezda | Mousou Dairinin,both_hit
3054,23273,1|5|121|199|329|457|523|731|1535|1689|2025|2164|2236|2581|2759|3167|3784|3927|4181|4224,251,Dedicated Fan,1,1,1,23273|34012|29093|18617|24415|14289|5941|17074|6325|30795,101,Shigatsu wa Kimi no Uso,Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Fullmetal Alchemist | Sen to Chihiro no Kamikakushi | Planetes | Mushishi | Tonari no Totoro | Interstella5555: The 5tory of The 5ecret 5tar 5ystem,Shigatsu wa Kimi no Uso | Isekai Shokudou | Grisaia no Meikyuu: Caprice no Mayu 0 | Girls & Panzer Movie | Kuroko no Basket 3rd Season | Suki tte Ii na yo. | Cross Game | Monogatari Series: Second Season | Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono | Bakuon!!,both_hit
3095,885,1|19|20|30|32|33|43|47|164|199|226|245|263|268|270|323|339|431|437|457,112,Regular Fan,13,1,2,136|885|16201|996|7465|11697|31374|23327|35712|10417,101,Tenshi no Tamago,"Cowboy Bebop | Monster | Naruto | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Kenpuu Denki Berserk | Koukaku Kidoutai | Akira",Hunter x Hunter | Tenshi no Tamago | Aku no Hana | Bishoujo Senshi Sailor Moon: Sailor Stars | Eve no Jikan (Movie) | Area no Kishi | Shingeki! Kyojin Chuugakkou | Space☆Dandy 2nd Season | Boku no Kanojo ga Majimesugiru Sho-bitch na Ken | Gyo,hybrid_win
3106,31952,1|15|27|45|169|223|225|226|249|268|317|355|356|392|481|550|813|849|857|889,358,Dedicated Fan,5,2,2,23289|31952|9515|32485|898|903|1686|74|10073|37259,101,Kono Bijutsu-bu ni wa Mondai ga Aru!,Cowboy Bebop | Eyeshield 21 | Trinity Blood | Rurouni Kenshin: Meiji Kenkaku Romantan | Shingetsutan Tsukihime | Dragon Ball | Dragon Ball GT | Elfen Lied,Gekkan Shoujo Nozaki-kun | Kono Bijutsu-bu ni wa Mondai ga Aru! | Highschool of the Dead: Drifters of the Dead | Prison School: Mad Wax | Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou | Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai | Bleach Movie 1: Memories of Nobody | Gakuen Alice | Seikon no Qwaser II | Hanebado!,both_hit
3109,26055,918|1575|2904|5114|6347|6702|8516|9969|11617|11757|12189|14467|14719|14813|15315|15417|15451|15583|15809|16592,75,Explorer,3,1,1,26055|14513|22147|16904|16524|9941|40483|32215|34480|22961,101,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen,Gintama | Code Geass: Hangyaku no Lelouch | Code Geass: Hangyaku no Lelouch R2 | Fullmetal Alchemist: Brotherhood | Baka to Test to Shoukanjuu | Fairy Tail | Baka to Test to Shoukanjuu Ni! | Gintama',JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen | Magi: The Labyrinth of Magic | Amagi Brilliant Park | K: Missing Kings | Suisei no Gargantia | Tiger & Bunny | Murenase! Seton Gakuen | High School DxD BorN: Yomigaeranai Fushichou | Shokugeki no Souma: Ni no Sara OVA | Date A Live II: Kurumi Star Festival,both_hit
3182,38753,20|30|136|164|199|226|889|1535|1575|1735|2001|2904|4224|5114|6547|6746|7593|8525|8769|9253,106,Regular Fan,9,2,2,36649|38753|31339|36470|22729|37426|356|31588|14045|15,101,Araburu Kisetsu no Otome-domo yo.,Naruto | Shinseiki Evangelion | Hunter x Hunter | Mononoke Hime | Sen to Chihiro no Kamikakushi | Elfen Lied | Black Lagoon | Death Note,Banana Fish | Araburu Kisetsu no Otome-domo yo. | Drifters | Tada-kun wa Koi wo Shinai | Aldnoah.Zero | Sarazanmai | Fate/stay night | All Out!! | Mangirl! | Eyeshield 21,both_hit
3194,2476,64|65|256|341|433|514|877|1004|1535|1686|1689|1696|2034|2129|2210|2889|2924|2963|3225|3588,89,Explorer,2,2,2,15379|2476|9617|16870|10232|894|4903|27991|12471|25313,101,School Days,"Rozen Maiden | Rozen Maiden: Träumend | Hoshi no Koe | Spiral: Suiri no Kizuna | Kumo no Mukou, Yakusoku no Basho | Cossette no Shouzou | Nana | Kanojo to Kanojo no Neko",Kotoura-san | School Days | K-On! Movie | The Last: Naruto the Movie | Tamayura: Hitotose | Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!! | Kyou no 5 no 2 (TV) | K: Return of Kings | Eureka Seven AO | Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,both_hit
3241,98,99|121|855|1546|1609|5114|6547|6675|8861|9135|11743|11757|15051|17437|19111|21881|22273|24655|24997|26243,29,Casual Viewer,11,9,9,33003|1519|10079|35507|76|243|33089|4999|98|1965,101,Mai-HiME,Mai-Otome | Fullmetal Alchemist | Strawberry Panic | Negima!? | Mai-Otome Zwei | Fullmetal Alchemist: Brotherhood | Angel Beats! | Redline,Mahou Shoujo Ikusei Keikaku | Black Lagoon: The Second Barrage | Hoshizora e Kakaru Hashi | Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e | Mahou Shoujo Lyrical Nanoha | Gravitation | Kemono Friends | Asu no Yoichi! | Mai-HiME | Sola,hybrid_win
3245,7,228|853|1562|1594|1699|2923|3457|3713|4752|5262|6682|7054|7082|7662,14,Newcomer,18,6,6,28891|4477|1838|2025|1364|7|16742|23251|3389|6438,101,Witch Hunter Robin,Jigoku Shoujo | Ouran Koukou Host Club | Yamato Nadeshiko Shichihenge♥ | Jigoku Shoujo Futakomori | Romeo x Juliet | Shugo Chara! | Vampire Knight | Jigoku Shoujo Mitsuganae,Haikyuu!! Second Season | Nodame Cantabile: Paris-hen | Mitsu x Mitsu Drops | Darker than Black: Kuro no Keiyakusha | Meitantei Conan Movie 05: Tengoku e no Countdown | Witch Hunter Robin | Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui! | Gugure! Kokkuri-san | Bus Gamer | Meitantei Conan OVA 09: 10-nengo no Stranger,hybrid_win
3276,5958,1|20|59|68|121|136|137|138|139|142|164|199|210|223|226|237|249|263|264|265,392,Dedicated Fan,2,1,1,5958|19|35062|35376|135|21877|18195|38787|35120|24627,101,Sora no Otoshimono,Cowboy Bebop | Naruto | Chobits | Black Cat | Fullmetal Alchemist | Hunter x Hunter | Hunter x Hunter: Original Video Animation | Hunter x Hunter: Greed Island,Sora no Otoshimono | Monster | Mahoutsukai no Yome | Himouto! Umaru-chan R | Hikaru no Go | High Score Girl | Little Busters! Refrain | Senryuu Shoujo | Devilman: Crybaby | Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,both_hit
3281,5034,27|79|150|268|1691|1818|1956|2129|2969|2993|3090|3166|3342|4063|4186|4214|4581|4975|5277|5530,41,Casual Viewer,19,1,1,5034|10213|6594|30831|2952|4196|4901|16668|9834|411,101,Shikabane Hime: Kuro,Trinity Blood | Shuffle! | Blood+ | Golden Boy | Kaze no Stigma | Claymore | Ikkitousen: Dragon Destiny | True Tears,Shikabane Hime: Kuro | Maji de Watashi ni Koi Shinasai! | Katanagatari | Kono Subarashii Sekai ni Shukufuku wo! | Final Fantasy VII: Advent Children Complete | Ikkitousen: Great Guardians | Black Lagoon: Roberta's Blood Trail | Kakumeiki Valvrave | Level E | Gun x Sword,hybrid_win
3288,1559,1|6|30|121|205|237|269|849|889|1575|2001|2251|4382|4898|5114|6547|6880|7054|7311|8074,151,Regular Fan,6,7,7,4224|19815|29854|21405|38084|34612|1559|15225|38450|38778,101,Shijou Saikyou no Deshi Kenichi,Cowboy Bebop | Trigun | Shinseiki Evangelion | Fullmetal Alchemist | Samurai Champloo | Koukyoushihen Eureka Seven | Bleach | Suzumiya Haruhi no Yuuutsu,Toradora! | No Game No Life | Ushio to Tora (TV) | Bokura wa Minna Kawai-sou | Fate/Grand Order: Zettai Majuu Sensen Babylonia | Saiki Kusuo no Ψ-nan 2 | Shijou Saikyou no Deshi Kenichi | Hentai Ouji to Warawanai Neko. | Mo Dao Zu Shi: Xian Yun Pian | Midara na Ao-chan wa Benkyou ga Dekinai,both_hit
3306,31404,20|225|813|1535|1735|5680|5962|6547|7791|8675|8769|9617|9989|10119|10620|10719|11061|11111|11757|13759,104,Regular Fan,5,1,1,31404|30991|7311|5667|21405|34136|10790|4720|17643|31859,101,Netoge no Yome wa Onnanoko ja Nai to Omotta?,Naruto | Dragon Ball GT | Dragon Ball Z | Death Note | Naruto: Shippuuden | K-On! | Metal Fight Beyblade | Angel Beats!,Netoge no Yome wa Onnanoko ja Nai to Omotta? | Himouto! Umaru-chan OVA | Suzumiya Haruhi no Shoushitsu | To LOVE-Ru OVA | Bokura wa Minna Kawai-sou | Orange: Mirai | Kore wa Zombie desu ka? of the Dead | White Album | Little Busters! Sekai no Saitou wa Ore ga Mamoru! | Hai to Gensou no Grimgar,both_hit
3336,14741,1|5|6|24|30|32|33|43|44|47|50|57|66|81|97|121|147|151|164|189,238,Regular Fan,2,16,7,35247|5030|9135|1562|49|1847|14741|212|23285|1346,101,Chuunibyou demo Koi ga Shitai!,"Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Trigun | School Rumble | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Kenpuu Denki Berserk | Koukaku Kidoutai",Owarimonogatari 2nd Season | Maria†Holic | Fullmetal Alchemist: The Sacred Star of Milos | Yamato Nadeshiko Shichihenge♥ | Aa! Megami-sama! | Rec: Yurusarezarumono | Chuunibyou demo Koi ga Shitai! | Project A-Ko | Paulette no Isu | AD Police,both_hit
3338,31722,20|30|32|47|205|392|527|1292|1535|1575|1735|2001|2904|4970|5081|5114|9253|11061|11577|11597,87,Explorer,7,1,1,31722|34542|39026|32901|30307|35839|9331|10490|13599|15225,101,Nanatsu no Taizai: Seisen no Shirushi,"Naruto | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Akira | Samurai Champloo | Yuu☆Yuu☆Hakusho | Pokemon | Afro Samurai",Nanatsu no Taizai: Seisen no Shirushi | Inuyashiki | Dumbbell Nan Kilo Moteru? | Eromanga-sensei | Monster Musume no Iru Nichijou | Sora yori mo Tooi Basho | Yumekui Merry | Blood-C | Robotics;Notes | Hentai Ouji to Warawanai Neko.,both_hit
3366,23121,6347|6547|6746|8516|12175|14741|15583|18897|19163|19221|19815|20785|20787|22147|22199|23289|23309|24455|25159,19,Newcomer,33,5,8,25397|17641|15117|36474|33206|2759|9863|23121|41120|822,101,Jinsei,Baka to Test to Shoukanjuu | Angel Beats! | Durarara!! | Baka to Test to Shoukanjuu Ni! | Koi to Senkyo to Chocolate | Chuunibyou demo Koi ga Shitai! | Date A Live | Nisekoi,Absolute Duo | Date A Live: Date to Date | Kami nomi zo Shiru Sekai: Tenri-hen | Sword Art Online: Alicization | Kobayashi-san Chi no Maid Dragon | Evangelion Movie 1: Jo | SKET Dance | Jinsei | Fugou Keiji: Balance:Unlimited | Initial D Extra Stage,hybrid_win
3436,9936,1|6|15|18|27|33|44|45|53|60|61|67|68|71|79|102|107|121|132|135,571,Veteran Fan,5,1,1,9936|33421|22433|448|936|10715|31452|30385|37348|3091,101,Maken-Ki!,Cowboy Bebop | Trigun | Eyeshield 21 | Initial D Fourth Stage | Trinity Blood | Kenpuu Denki Berserk | Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen | Rurouni Kenshin: Meiji Kenkaku Romantan,Maken-Ki! | Yi Ren Zhi Xia | Break Blade | Tenjou Tenge: The Ultimate Fight | Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo! | Towa no Quon 4: Guren no Shoushin | Norn9: Norn+Nonet | Valkyrie Drive: Mermaid | Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya | xxxHOLiC◆Kei,both_hit
3439,12189,298|356|2001|2025|5081|9919|10087|10396|11741|12293|13601|13663|13759|14467|17729|19319|20583|20767|22297|22319,50,Explorer,2,2,2,25099|12189|13125|21561|21353|9936|11887|90|37965|440,101,Hyouka,.hack//Tasogare no Udewa Densetsu | Fate/stay night | Tengen Toppa Gurren Lagann | Darker than Black: Kuro no Keiyakusha | Bakemonogatari | Ao no Exorcist | Fate/Zero | Ben-To,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken | Hyouka | Shinsekai yori | Ryuugajou Nanana no Maizoukin | Tokyo ESP | Maken-Ki! | Kokoro Connect | Shin Kidou Senki Gundam Wing | Kaze ga Tsuyoku Fuiteiru | Shoujo Kakumei Utena",both_hit
3461,6702,45|121|154|174|177|223|226|249|269|317|356|392|481|482|532|813|934|1027|1575|1689,146,Regular Fan,1,2,2,25157|6702|30307|7674|14289|21327|61|14131|339|32094,101,Fairy Tail,Rurouni Kenshin: Meiji Kenkaku Romantan | Fullmetal Alchemist | Shaman King | Tenjou Tenge | Tsubasa Chronicle | Dragon Ball | Elfen Lied | InuYasha,Trinity Seven | Fairy Tail | Monster Musume no Iru Nichijou | Bakuman. | Suki tte Ii na yo. | Isshuukan Friends. | D.N.Angel | Girls & Panzer | Serial Experiments Lain | Reikenzan: Hoshikuzu-tachi no Utage,both_hit
3471,1535,20|44|55|133|154|199|209|223|226|228|249|274|322|325|341|364|427|430|437|489,31,Casual Viewer,1,1,1,1535|1698|13125|58|34299|967|21273|4884|541|39533,101,Death Note,Naruto | Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen | Arc the Lad | Green Green | Shaman King | Sen to Chihiro no Kamikakushi | R.O.D: The TV | Dragon Ball,Death Note | Nodame Cantabile | Shinsekai yori | Blue Gender | Digimon Adventure tri. 4: Soushitsu | Hokuto no Ken | Gochuumon wa Usagi desu ka? | Tales of the Abyss | Tenchi Muyou! Ryououki 3rd Season | Given,both_hit
3513,10389,853|1689|2236|6547|8675|8769|13659|16592|19841|20047|23277|27989|28805|29786|30895|31798|31964|32189|32729|33028,23,Casual Viewer,19,10,10,16706|38003|32526|32901|27833|10396|33743|34934|517|10389,101,Momo e no Tegami,Ouran Koukou Host Club | Byousoku 5 Centimeter | Toki wo Kakeru Shoujo | Angel Beats! | Seitokai Yakuindomo | Ore no Imouto ga Konnani Kawaii Wake ga Nai | Ore no Imouto ga Konnani Kawaii Wake ga Nai. | Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,Kami nomi zo Shiru Sekai: Megami-hen | Bungou Stray Dogs 3rd Season | Love Live! Sunshine!! | Eromanga-sensei | Durarara!!x2 Ketsu | Ben-To | Fuuka | Koi to Uso | School Rumble: Ichi Gakki Hoshuu | Momo e no Tegami,hybrid_win
3524,10790,121|154|245|269|355|356|777|918|1195|1482|1531|1535|1575|1604|1686|2001|2025|2251|2787|2889,258,Dedicated Fan,6,2,2,23277|10790|28249|30187|33|32937|26349|37521|34934|22689,101,Kore wa Zombie desu ka? of the Dead,Fullmetal Alchemist | Shaman King | Great Teacher Onizuka | Bleach | Shakugan no Shana | Fate/stay night | Hellsing Ultimate | Gintama,Saenai Heroine no Sodatekata | Kore wa Zombie desu ka? of the Dead | Arslan Senki (TV) | Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru | Kenpuu Denki Berserk | Kono Subarashii Sekai ni Shukufuku wo! 2 | Danna ga Nani wo Itteiru ka Wakaranai Ken | Vinland Saga | Koi to Uso | Terra Formars: Bugs 2-hen,both_hit
3527,5114,1|5|6|43|125|136|137|138|139|199|205|223|226|270|457|550|777|813|853|1535,97,Explorer,1,1,1,5114|36106|22273|3712|38883|23317|65|5630|7|18661,101,Fullmetal Alchemist: Brotherhood,Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Trigun | Koukaku Kidoutai | Futakoi | Hunter x Hunter | Hunter x Hunter: Original Video Animation | Hunter x Hunter: Greed Island,Fullmetal Alchemist: Brotherhood | Shingeki no Kyojin: Lost Girls | Selector Infected WIXOSS | Zero no Tsukaima: Princesses no Rondo | Haikyuu!! To the Top | Kuroshitsuji: Book of Murder | Rozen Maiden: Träumend | Higashi no Eden | Witch Hunter Robin | Kamisama Hajimemashita OVA,both_hit
3556,16782,20|53|59|67|102|106|109|147|245|281|317|325|384|394|408|419|442|509|559|587,88,Explorer,1,4,4,7724|8514|6682|16782|37171|9922|32668|7588|4918|1516,101,Kotonoha no Niwa,Naruto | Ai Yori Aoshi | Chobits | Basilisk: Kouga Ninpou Chou | Aishiteruze Baby★★ | Hana yori Dango | Bakuretsu Tenshi | Kimi ga Nozomu Eien,Shiki | Break Blade Movie 2: Ketsubetsu no Michi | 11eyes | Kotonoha no Niwa | Asobi Asobase | Oretachi ni Tsubasa wa Nai: Under the Innocent Sky. | Noblesse: Awakening | Saraiya Goyou | xxxHOLiC Shunmuki | Kirarin☆Revolution,both_hit
3564,32281,30|32|199|339|779|780|781|889|1363|1364|1365|1366|1367|1505|1506|1519|1535|1887|2171|3002,96,Explorer,1,1,1,32281|38000|16782|35848|10030|38555|40004|23777|28907|8536,101,Kimi no Na wa.,"Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Sen to Chihiro no Kamikakushi | Serial Experiments Lain | Meitantei Conan Movie 01: Tokei Jikake no Matenrou | Meitantei Conan Movie 02: 14-banme no Target | Meitantei Conan Movie 03: Seikimatsu no Majutsushi | Black Lagoon","Kimi no Na wa. | Kimetsu no Yaiba | Kotonoha no Niwa | Promare | Bakuman. 2nd Season | Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... | Bokutachi wa Benkyou ga Dekinai! | Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa | Gate: Jieitai Kanochi nite, Kaku Tatakaeri | Fortune Arterial: Akai Yakusoku",both_hit
3609,20787,20|33|164|199|226|227|232|270|355|431|523|552|813|934|1050|1292|1482|1689|1735|1889,131,Regular Fan,3,3,3,30831|32901|20787|38000|12113|32867|10110|8675|27663|1117,101,Black Bullet,Naruto | Kenpuu Denki Berserk | Mononoke Hime | Sen to Chihiro no Kamikakushi | Elfen Lied | FLCL | Cardcaptor Sakura | Hellsing,Kono Subarashii Sekai ni Shukufuku wo! | Eromanga-sensei | Black Bullet | Kimetsu no Yaiba | Berserk: Ougon Jidai-hen II - Doldrey Kouryaku | Bungou Stray Dogs 2nd Season | Mayo Chiki! | Seitokai Yakuindomo | Baby Steps 2nd Season | Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,both_hit
